mat_females_1 mat_females_2 mat_females_3 mat_males_1 mat_males_2 pE_females_1 pE_females_2 pE_females_3 logFC logCPM PValue FDR tw_dis chr start end strand de
scaffold_23_1335711_1335752_- 839.100161762455 800.313058390272 750.314714818224 981.915156372371 1041.20600646859 851.630824353336 822.861550566426 890.39168867314 -0.10192346086151 9.97288955974218 0.369833760799129 0.583878633522099 0.00801370455678986 scaffold_23 1335711 1335752 - 0
scaffold_230_67497_67556_+ 387.449625976368 445.980156809982 386.119020784215 382.31369283863 309.549606337685 464.336970606783 553.259025479902 464.794056067426 -0.281612143622828 8.93648028631461 0.0799625777925572 0.194194831781925 0.0162611066534877 scaffold_230 67497 67556 + 0
scaffold_230_68029_68192_+ 41.8284121300563 37.2690499915474 26.8960467175732 28.6537155649734 33.5459397242968 35.2035112465046 42.582366543429 17.6010645940714 0.150469463020571 5.33088965756881 0.687274079563622 0.854495349314161 0.0424188194204435 scaffold_230 68029 68192 + 0
scaffold_230_68377_68381_+ 7.05923981445873 5.4869203437841 0 1.38777878078145e-17 1.38777878078145e-17 8.00050868134616 8.25397010553036 5.77928999390042 -0.807478172689057 2.85345915853002 0.216052982950107 0.40354825151773 0.0341122375171744 scaffold_230 68377 68381 + 0
scaffold_230_68963_68995_+ 7.21891800297087 7.01031841445485 10.0907800205013 6.73358373381264 7.01395990608687 9.47279097216639 9.40416037342681 5.79812653538983 -0.0207074360021285 3.5009961054629 1 1 0.0255447027730299 scaffold_230 68963 68995 + 0
scaffold_230_70753_70775_+ 25.8425601896698 25.3624870093122 42.506448812861 14.8489013205917 30.3665244638879 25.2740177174996 31.8846327080003 34.1691472718493 0.0366566842284039 5.14718497064629 0.921536712087716 1 0.0384025152413848 scaffold_230 70753 70775 + 0
scaffold_230_72086_72096_+ 13.1754026824693 15.9861542772721 15.1932731560133 1.38777878078145e-17 1.38777878078145e-17 10.6189029567728 6.36893695922636 11.2439756430546 0.648760396190444 3.69264395320297 0.126547319926345 0.274585842490939 0.0250661480869683 scaffold_230 72086 72096 + 0
scaffold_230_79503_79599_+ 320.70647958381 377.464738536632 315.30511637351 315.524987972992 227.038346255109 365.834461698984 338.253886069847 391.221924516638 -0.11177897011046 8.58243266077052 0.532698706764267 0.734923578238793 0.0197992917495786 scaffold_230 79503 79599 + 0
scaffold_230_119763_119777_+ 6.90914740731323 11.7206898251643 7.68920641962445 1.38777878078145e-17 1.38777878078145e-17 5.52629611618176 6.43880230654338 7.56229769397322 0.425902773995017 3.17049165416765 0.427322644039389 0.639445478949758 0.0272121936842808 scaffold_230 119763 119777 + 0
scaffold_230_130809_130842_+ 33.6046465785616 36.0330544332867 32.580039701926 6.67824258096813 0.0323074019467102 41.8107889791585 57.2355306632878 61.1469863712006 -0.646287450098957 5.35546035259519 0.0136396859802829 0.0487068439485423 0.0251791486554106 scaffold_230 130809 130842 + 0
scaffold_230_115446_115541_- 20.3471500633979 19.2948338508115 17.9899028525391 19.935001817847 21.8342443962539 15.8596085558502 21.9731735211274 18.1465028424061 0.0410380232919395 4.62215875929787 1 1 0.0203982088151491 scaffold_230 115446 115541 - 0
scaffold_230_117230_117276_- 31.6053384288402 30.5095629895695 35.6607409948212 29.8568428084923 39.1570471826315 45.0960254174935 41.7060315344532 46.5977255304595 -0.446124262097392 5.5015529153214 0.0777902096923726 0.189961080407058 0.0176870303841694 scaffold_230 117230 117276 - 0
scaffold_230_118880_119073_- 98.5796483399158 107.721669257376 88.131702117243 33.9733604852704 18.9408168457024 93.2260194423585 88.559515006905 75.5744823722364 0.194043242916348 6.48386331040821 0.375187520062896 0.589588660000072 0.0208975219167206 scaffold_230 118880 119073 - 0
scaffold_230_119422_119532_- 287.979445247282 300.03586281054 287.121224535142 102.180178769085 68.9601746268301 273.696988085272 296.797384938836 254.823988235673 0.0843911966510616 8.08518609010452 0.618944164595284 0.804592876179052 0.0161362927093178 scaffold_230 119422 119532 - 0
scaffold_230_124327_124363_- 5.86353122411296 6.66582300125643 8.18363339495457 1.38777878078145e-17 1.38777878078145e-17 0.0532230422132496 5.26639994516906 5.49948588102319 0.904517062938041 2.80006521887734 0.139626823757722 0.294616648637563 0.0318176053873506 scaffold_230 124327 124363 - 0
scaffold_230_129268_129353_- 149.106050691353 154.920766648228 145.513478179386 149.581680885091 123.526384260952 197.829975854219 156.719300211201 188.673207299592 -0.272239920305492 7.52444476584561 0.115282174299775 0.256818722575937 0.0152340882557515 scaffold_230 129268 129353 - 0
scaffold_231_47099_47110_- 12.8520756229138 13.6164518748824 12.8606221396778 1.38777878078145e-17 1.38777878078145e-17 1.38777878078145e-17 1.38777878078145e-17 1.38777878078145e-17 6.74799986238121 3.05393501843384 3.37418824758901e-11 1.13024206990786e-09 0.0262518538449434 scaffold_231 47099 47110 - 1
scaffold_2316_231_241_+ 13.0358964193679 11.6691655448805 18.895178506842 5.32917291316862 14.0679955770639 0.0788346913631979 8.04499129274156 8.79591229853519 1.33718561852774 3.80459675750776 0.00621138111279501 0.0252497794429223 0.0532859281355368 scaffold_2316 231 241 + 0
scaffold_232_45110_45111_+ 1.38777878078145e-17 1.38777878078145e-17 1.38777878078145e-17 1.38777878078145e-17 1.38777878078145e-17 10.246733290648 7.02424539097204 6.87932683520692 -6.05039141861104 2.48707801890438 3.959476665361e-07 5.71095621577493e-06 0.0290103948232994 scaffold_232 45110 45111 + 1
scaffold_232_113645_113667_- 7.82440933133659 5.88318510324691 8.52158312637293 14.6459557595528 14.2619099856776 9.79812991947416 7.11832634761853 6.8766273893011 -0.0944537698132905 3.69992906644136 0.892531657655842 0.988864092036714 0.0241255705221614 scaffold_232 113645 113667 - 0
scaffold_2329_1215_1225_- 16.9835096633911 17.7066497611888 15.9352246242373 17.6607332949953 13.7119737957868 19.9048830788509 19.3081252993964 17.9724791825079 -0.173682599219695 4.47748407285588 0.623568929866805 0.807657391609473 0.0202651081038311 scaffold_2329 1215 1225 - 0
scaffold_235_23400_23481_+ 43.5740097171088 54.7896296348207 45.2701250843877 6.86466256602098 7.01510485079606 22.9047649045697 26.2997441547959 20.4068057917607 1.04071000566006 5.14739063208912 0.000104225935363541 0.000753838240285629 0.020094546912619 scaffold_235 23400 23481 + 1
scaffold_235_22480_22526_- 31.9993008827799 35.8884743058096 37.014810580436 8.97323394645926 8.74278168923805 23.8196575454158 27.4507996329406 20.9665748401096 0.53538077885571 4.93485089070724 0.0496113433850751 0.134323932382403 0.0193157098688327 scaffold_235 22480 22526 - 0
scaffold_235_22806_22839_- 10.7836037147665 12.525407402798 10.6181277324333 1.38777878078145e-17 1.38777878078145e-17 1.38777878078145e-17 1.38777878078145e-17 1.38777878078145e-17 6.53721319033172 2.90421520595455 5.94918148819548e-10 1.57351987257908e-08 0.0269961346154366 scaffold_235 22806 22839 - 1
scaffold_235_25991_25999_- 8.68232526811718 7.77723419247381 7.79562363860793 7.27221751629519 9.2981895964598 12.8937939922227 10.2874830022345 10.0199208074421 -0.444921927509605 3.68717405779276 0.338375065392041 0.54963683057699 0.0236279602665684 scaffold_235 25991 25999 - 0
scaffold_236_19257_19258_- 0 0 7.21310207901954 5.29653288178216 7.79842281950077 9.39655752942624 7.76128684660102 0.0765118091707961 -1.26187170506689 2.92066478114385 0.131599293956816 0.283074695894014 0.128436707692168 scaffold_236 19257 19258 - 0
scaffold_236_27932_27939_- 230.592334394459 216.830047923884 224.750804893907 99.2545719420242 237.841212340443 326.789185331735 242.770608732711 218.091267260789 -0.228559546234564 8.02508279649971 0.447727212150816 0.659702821781473 0.0598424049261792 scaffold_236 27932 27939 - 0
scaffold_236_54493_54500_- 14.0360901369078 21.4810236913061 33.9478166619108 36.590371473637 48.3477304107928 18.1424783003328 16.6499054427577 27.4349256991088 0.158301320056028 5.05891655899614 0.709212025104642 0.869690035120493 0.042377791174993 scaffold_236 54493 54500 - 0
scaffold_237_26491_26495_- 8.49648870029673 10.6707614973504 9.2565858100718 0.0212776744884022 5.690971988597 6.10617405982625 9.39520907144124 6.68388316945586 0.351940124066816 3.39084400482471 0.535314861354422 0.73743387894644 0.0285139675394008 scaffold_237 26491 26495 - 0
scaffold_237_78262_78336_- 48.0561537091093 55.0901589761884 53.6475124581605 20.9342690616286 12.4761800209627 31.0790063431651 27.0950601132038 25.0265771312504 0.911854525532028 5.39288853637936 0.000417651390790797 0.00252372499558591 0.0195494746992926 scaffold_237 78262 78336 - 1
scaffold_238_24014_24140_+ 913.50683768309 933.797709568127 950.346954382018 2144.24301789224 1777.74226977471 893.227339669184 995.203058867913 1308.12343247413 -0.192242680975754 10.4787824363596 0.292104517923506 0.497102148712764 0.0228376616566166 scaffold_238 24014 24140 + 0
scaffold_238_25215_25297_+ 70.0439735679875 63.9196362862976 65.7205007604522 154.22330113911 142.350600606895 69.7946761328887 66.9542005596787 63.1280983001663 -0.00124352247298424 6.67396821314773 1 1 0.013085480601416 scaffold_238 25215 25297 + 0
scaffold_238_27399_27515_+ 5.76204842007309 0 0 19.5416566139117 21.9458349046074 0.03778549626271 0.0143261143672513 7.42174551785353 -0.399128038293035 3.31716400097107 0.803611572814701 0.933560413881998 0.0587214039003253 scaffold_238 27399 27515 + 0
scaffold_238_27672_27689_+ 8.20088165864491 7.1210562845437 0 13.7066112927421 10.717826743596 6.4509397108708 5.27035234204314 0.0548582909909427 0.348622492363248 3.27003699640914 0.729652184089444 0.885689377826058 0.0510856447535862 scaffold_238 27672 27689 + 0
scaffold_238_29479_29483_+ 0 0 8.70727653259665 11.8997213764692 15.9526188621357 6.37712247819038 0.0124149158743583 0.03131351953091 0.371817556407143 3.06179332498565 0.845507388589151 0.961237215362658 0.226623843020336 scaffold_238 29479 29483 + 0
scaffold_238_29897_29933_+ 0 0 5.18979644650774 8.58414498977222 9.4236001092381 1.38777878078145e-17 1.38777878078145e-17 1.38777878078145e-17 3.87070377257713 2.4771985779499 0.0660689666068343 0.167014011345524 0.0341702057816792 scaffold_238 29897 29933 + 0
scaffold_238_43084_43092_- 6.31162831366064 5.78131320338799 7.66308555428287 8.85190056651367 10.3379891258077 1.38777878078145e-17 1.38777878078145e-17 1.38777878078145e-17 5.76805456287515 2.99735666144056 4.16897216590152e-06 4.39784618496902e-05 0.0268167998445563 scaffold_238 43084 43092 - 1
scaffold_24_10645_10688_+ 17.036616681975 16.159831342018 19.9538556183523 22.5531714310306 20.251809305639 16.2211733830708 15.7456880319175 11.7207041305351 0.280663505208497 4.48432812367748 0.433622496576867 0.646402852092261 0.0212141523552324 scaffold_24 10645 10688 + 0
scaffold_24_17178_17194_+ 31.1780233496483 31.7794087631025 33.6592012467477 25.7807455405273 38.4464156469762 73.3077013338894 78.7676219289976 81.5578930307684 -1.27045985916858 5.87285177614339 4.13419362511645e-08 7.42233472120186e-07 0.0176392177721477 scaffold_24 17178 17194 + 1
scaffold_24_34899_34907_+ 5.24830376860851 5.69352769592818 5.31164480331162 1.38777878078145e-17 1.38777878078145e-17 0.0571448532186716 6.31404322948354 5.32970309325141 0.451853413855306 2.67985486859477 0.491117582985237 0.699675558409443 0.0328407379529744 scaffold_24 34899 34907 + 0
scaffold_24_85710_85747_+ 18.4385255537835 21.0496124379354 20.6892671069997 11.8653311212453 9.90584736438429 13.2078997157497 15.3680308508529 16.2569982057802 0.422245837431889 4.36825472974086 0.247351329696052 0.443250803742599 0.0207555453790057 scaffold_24 85710 85747 + 0
scaffold_24_92834_92925_+ 160.503840167009 159.229965048073 151.256190270488 191.547190627228 165.707293120952 224.363969490302 234.469940945081 218.893846459934 -0.524714274125584 7.77132565148595 0.000464670572184977 0.00275101188172071 0.0107169815619494 scaffold_24 92834 92925 + 1
scaffold_24_106283_106287_+ 5.62533839498554 5.74919672744682 11.5225975990366 9.76355237321069 9.3193116359935 1.38777878078145e-17 1.38777878078145e-17 1.38777878078145e-17 5.97590944126314 3.0783556934265 4.1103401057252e-07 5.88277745186739e-06 0.0300166778537741 scaffold_24 106283 106287 + 1
scaffold_24_186416_186423_+ 0 6.63918139073171 6.4118881174443 0.0236023522554409 6.37393011130392 10.7982779132019 6.73734057515008 6.1528211920466 -0.854634703254697 3.07360535415025 0.146226578837005 0.304940661949053 0.0471420739200698 scaffold_24 186416 186423 + 0
scaffold_24_212356_212364_+ 35.0226172651732 34.8646456328948 37.2637068360235 53.6923332601088 50.4855290587379 19.6668608439151 24.4016620535125 29.3304114479053 0.543760724596591 5.43454646416598 0.0508090131494587 0.136802797699878 0.0182866496294666 scaffold_24 212356 212364 + 0
scaffold_24_302212_302248_+ 7.50644867731695 7.77102513980641 9.55529731341617 7.51929407638703 6.90673346179867 8.81516030788232 8.07656440408858 9.06031318340266 -0.0606619415240377 3.54443013004148 1 1 0.0237876562803574 scaffold_24 302212 302248 + 0
scaffold_24_356918_356969_+ 74.260439714292 80.6004468962477 70.0570120389851 84.8497223197377 89.2024843804744 74.7669167649157 81.441545841418 72.7459524786582 -0.0257196120279782 6.53129104179535 0.92178297789762 1 0.0133929737643247 scaffold_24 356918 356969 + 0
scaffold_24_360614_360680_+ 37.3820006203138 39.3748075685915 34.9719828757819 30.1878612763538 23.7228769734066 34.0657769107885 34.1265251437514 46.8682220777845 -0.0411658430255985 5.41521517529795 0.921090963394404 1 0.0203404950643524 scaffold_24 360614 360680 + 0
scaffold_24_369980_370010_+ 58.4207328962843 60.6487252780364 55.5717557658833 21.1161488718741 21.7277549805853 44.2617709633327 46.033099437631 59.4539086384621 0.222091614365827 5.78913394570303 0.346585290521445 0.558960724323705 0.0177959439013225 scaffold_24 369980 370010 + 0
scaffold_24_395983_396036_+ 8.75700937387384 7.19255593808466 16.1921393997355 10.0972226581542 23.9286376115728 15.4121036178653 19.9728594919302 20.8677485921019 -0.801338279738613 4.30194530034178 0.0426916732809614 0.119787278682032 0.040320256082233 scaffold_24 395983 396036 + 0
scaffold_24_399481_399567_+ 630.732619041828 436.315678122902 933.255353783354 635.762426996835 857.988833752235 980.555143354606 1488.20861324951 1562.38750193529 -1.01086753400911 10.081139964594 0.000863042584029636 0.00469965916212502 0.0636595995933072 scaffold_24 399481 399567 + 1
scaffold_24_400100_400154_+ 9.8443205429326 0 9.3547550181726 5.30947631381181 10.0775806710616 9.99791841143479 14.8583906184062 9.30318582475036 -0.839031529236226 3.59066013138369 0.106733797268548 0.24271332237285 0.0493311957231641 scaffold_24 400100 400154 + 0
scaffold_24_402783_402841_+ 13.0590305914715 14.3669418858565 13.2889603811707 5.69793154159794 9.16964200667348 7.02655714676059 10.07306342489 8.5164668867182 0.660729499337357 3.81723576296767 0.127223977481127 0.275598747524769 0.0236623528168842 scaffold_24 402783 402841 + 0
scaffold_24_403948_403950_+ 12.4457309908814 12.378048632818 10.9548408481929 34.0441484273455 34.2615517486455 14.8738434762381 19.88821038587 25.6091952879077 -0.747860573684992 4.68275421046378 0.0364126362580368 0.105457871164843 0.0229561645151975 scaffold_24 403948 403950 + 0
scaffold_24_405326_405329_+ 11.2774725956396 7.73688359658421 9.17071072602805 16.3537161169019 14.6163811206155 11.9006840493337 10.2913826881381 12.3803574721524 -0.289431665002454 3.97106840135948 0.497571797501671 0.705678776317482 0.0227762247585282 scaffold_24 405326 405329 + 0
scaffold_24_427990_428006_+ 240.725832764747 297.575341954113 240.640166593319 422.214733180114 249.052830424496 236.817582914074 239.425431736651 148.251050736959 0.318611433171909 8.23126026058825 0.234316490027621 0.427606598199151 0.0462615027775362 scaffold_24 427990 428006 + 0
scaffold_24_428165_428173_+ 36.3401027127649 37.8704173415125 19.0255572753065 42.3274984802939 34.8731321587516 30.1944798126715 25.5359603907168 13.4874218632273 0.427437717682052 5.20126807531438 0.212470487950666 0.398303935714586 0.0454899620503593 scaffold_24 428165 428173 + 0
scaffold_24_441085_441086_+ 16.980306516124 20.6606877200573 23.4886187213332 26.3999400054216 28.5023047338172 12.5799360943513 12.6747697136822 10.3994358361587 0.771887695474047 4.59457205767314 0.0284451713287314 0.0879347843474415 0.0210515018555522 scaffold_24 441085 441086 + 0
scaffold_24_456323_456332_+ 52.4896759987274 61.1115471769922 69.0886995886886 138.679791743862 144.041902613692 96.4399756178328 150.476441871175 63.00278080949 -0.761648096904988 6.82426486446321 0.0126973819116483 0.045866420718806 0.052243979966354 scaffold_24 456323 456332 + 0
scaffold_24_554347_554373_+ 23.838164077938 25.4723835936267 27.9264023254762 22.8050929640241 18.1973114944753 20.662273913574 19.7202405474997 30.0348686732495 0.134124040680067 4.88080141381686 0.693688437560612 0.859242106760699 0.0223146130966272 scaffold_24 554347 554373 + 0
scaffold_24_579916_579946_+ 42.7200339702461 44.8262652756403 38.7345880530326 11.4689909870259 9.44662173880397 25.8654231460247 21.6405132382014 28.6218518929918 0.729036116212398 5.11893386764214 0.0074964457797946 0.0294962547819352 0.0189637144696655 scaffold_24 579916 579946 + 0
scaffold_24_600846_600939_+ 30.1068616736388 28.2608260640017 35.8580505939805 35.0270132627774 53.2616925197574 39.4994278647617 39.8659259727625 39.7805253028344 -0.337227552908382 5.5078092045334 0.21843250468282 0.40648724327214 0.0215111149977331 scaffold_24 600846 600939 + 0
scaffold_24_601110_601117_+ 0 5.47803390547023 0 10.9556709451301 11.2675682443287 6.31986498982754 7.68003948236099 7.03515150514781 -1.90130363242967 3.18667011984296 0.00432799486022808 0.0186272069576088 0.0300127932590815 scaffold_24 601110 601117 + 0
scaffold_24_605994_606015_+ 14.7033231796924 12.169344206185 17.6542439346931 6.48806687028005 9.74696155070889 8.63813295824357 11.901266639697 11.2747748077317 0.479698360870333 3.97415358114917 0.231916810795419 0.424826206931057 0.0242073429928491 scaffold_24 605994 606015 + 0
scaffold_24_607300_607305_+ 1.38777878078145e-17 1.38777878078145e-17 1.38777878078145e-17 14.7686092436369 12.7792480087647 6.25833787419128 0.0258770551020686 8.22867095010446 -5.32638909203133 3.02162674121458 0.00020603610757152 0.00136993541362389 0.0373789144601226 scaffold_24 607300 607305 + 1
scaffold_24_635595_635630_+ 30.4084910656521 29.4103146763192 32.3759356012874 32.9760285120603 30.1392084758129 25.1063918812264 29.3795620276694 26.2872841496509 0.189644828403964 5.1804441414171 0.538602964871088 0.739373869394181 0.0174583645199285 scaffold_24 635595 635630 + 0
scaffold_24_661454_661475_+ 23.747428882629 22.3692915759899 23.0791469672513 23.7446045545816 22.2011190691715 25.0905777750655 21.644431230263 31.3590283370522 -0.171972056363348 4.90803258579155 0.592804833490346 0.784984605907957 0.0201066992353937 scaffold_24 661454 661475 + 0
scaffold_24_672783_672880_+ 63.5072762946993 66.0583624222666 68.3306323256138 65.9413760013364 54.9960802750746 83.5974945179993 73.6863918771634 69.2560149478635 -0.194299899428742 6.33311352626279 0.348971317237633 0.561741214579642 0.0151466067927283 scaffold_24 672783 672880 + 0
scaffold_24_678642_678650_+ 290.086029508594 324.215263915954 290.447501639968 13.9682393761996 10.6055735202485 78.7786500980803 104.390059530932 102.807111340892 1.65993510462999 7.47767182341655 1.42964429011216e-19 1.25500584536311e-17 0.0170179319017984 scaffold_24 678642 678650 + 1
scaffold_24_681519_681605_+ 5.32808635488285 0 10.5526371631417 17.9003849470985 10.0604933833248 13.0791878449834 12.7894741652629 16.6002752476731 -1.41759897459987 3.85351322498542 0.00378202454998324 0.0165787154509166 0.043210110986799 scaffold_24 681519 681605 + 0
scaffold_24_690098_690116_+ 13.2541477979512 16.6308821112856 13.7055966421575 9.63455878233046 9.66035386659007 8.74143906777914 10.6605883640966 11.2652931253012 0.50320360234204 3.98599759732744 0.220510159009839 0.409306407072036 0.02251072973474 scaffold_24 690098 690116 + 0
scaffold_24_706110_706141_+ 13.2883923381496 14.6348020164153 11.5411585378546 9.10650924554295 9.08592177489768 11.5188129118276 9.03784326628113 8.54314754223678 0.436920334545374 3.89225474758916 0.339481674179913 0.550731541847069 0.0229522553120784 scaffold_24 706110 706141 + 0
scaffold_24_721663_721690_+ 8.79666682411045 9.65802026603681 9.08823107383406 1.38777878078145e-17 1.38777878078145e-17 7.0484775987119 0.013633391107164 0.0343927768857715 1.90033846763645 2.90482009491267 0.00149121233020795 0.00743270443392442 0.0359372610520989 scaffold_24 721663 721690 + 1
scaffold_24_732856_733023_+ 331.383065326561 379.552595786476 319.936928400443 231.295334984032 233.031849616652 364.997488085563 362.02678751809 637.124285158514 -0.403920915479568 8.69031926795817 0.0984685501209162 0.228490831211273 0.040105973328159 scaffold_24 732856 733023 + 0
scaffold_24_733487_733490_+ 5.67811245265042 5.37942609843754 0 0.0204927371303791 5.46334945873207 9.21239521653693 5.49150138719965 6.13112287447411 -0.902003851225128 2.92538464673315 0.14605454122679 0.304706698076705 0.0389920123564702 scaffold_24 733487 733490 + 0
scaffold_24_734372_734422_+ 35.989917005935 35.1475942033752 31.3574597826151 34.5319357371587 25.4593419753556 27.1592418292798 29.7727973382253 28.8617887042837 0.25583264015827 5.25026038580985 0.358848950712656 0.572931775651768 0.0185793045326996 scaffold_24 734372 734422 + 0
scaffold_24_757901_757932_+ 38.4126472809257 44.7301764409846 38.4952928384064 16.2145834577997 13.2457714706861 17.8080045885484 25.9942810887558 18.7314166559302 0.954450708274094 5.06083100626668 0.000689031536258699 0.00388936149319419 0.0206276906531067 scaffold_24 757901 757932 + 1
scaffold_24_767791_767836_+ 29.0876554362859 34.567287092358 31.6585731230264 19.1174696476708 16.0047121417159 28.4818399767436 20.886729530573 31.9249181641313 0.2307465820987 5.03786123468993 0.412623035083532 0.624794106506409 0.0211183091482497 scaffold_24 767791 767836 + 0
scaffold_24_769691_769742_+ 33.437203804294 40.5485382328648 32.2971780925211 25.5663048585477 18.8986066901288 35.3704090357037 38.9785755163667 30.7800563685972 0.0156105162963308 5.29087414246903 0.958323829507569 1 0.0198384123080428 scaffold_24 769691 769742 + 0
scaffold_24_800509_800547_+ 51.9925748166972 53.3012004517885 57.2731956356527 48.2924255734413 48.173739531173 52.5048996254485 60.4168453216914 63.77634808364 -0.120029711507237 6.020177248627 0.60808276477848 0.797198753827453 0.0151056197723897 scaffold_24 800509 800547 + 0
scaffold_24_824184_824223_+ 21.0817399617126 22.5189939138691 22.7484031530598 18.2292788254244 22.0510565708667 22.8883618502805 23.4327233118737 20.7557956989248 -0.0153149918989053 4.76917516833038 1 1 0.0190127949981889 scaffold_24 824184 824223 + 0
scaffold_24_875676_875725_+ 179.455189299433 146.831538415762 258.44795500329 332.571342016897 468.597786890384 330.185240779979 478.11668830625 403.871245429972 -1.05140602607337 8.55106135097469 5.89834771549493e-05 0.000453304715372716 0.0444708600545556 scaffold_24 875676 875725 + 1
scaffold_24_886806_886830_+ 6.24568533275363 7.83957626686108 4.93318645890512 7.85710274097665 0.0373877423139855 12.4172875514733 9.42081487790389 8.0058482289712 -0.637352411366443 3.38098596565216 0.204754668525828 0.389268778362381 0.0334528660761845 scaffold_24 886806 886830 + 0
scaffold_24_986775_986898_+ 47.4268306800623 53.3548429082533 51.5804291309611 13.8420373027489 11.4033746716803 34.2329848424996 32.2903614865546 36.601545739998 0.562311826452236 5.42599769541003 0.0203587464991268 0.0670482262615162 0.0168372660800147 scaffold_24 986775 986898 + 0
scaffold_24_1013377_1013469_+ 112.400076835182 125.51380363549 113.417040048928 100.489346130036 77.0939779849571 105.881785575151 106.337016307296 103.804551529058 0.15281667170496 6.95247294667015 0.405273259363845 0.618092822198612 0.0143368910858263 scaffold_24 1013377 1013469 + 0
scaffold_24_1037012_1037019_+ 9.92651727978001 10.633498933657 11.2529376580825 1.38777878078145e-17 1.38777878078145e-17 0.0576999589528939 5.55544973587959 6.22796657145204 1.38876674395073 3.1367312176088 0.00845193082149884 0.032762090428368 0.0305760876923736 scaffold_24 1037012 1037019 + 0
scaffold_24_1069050_1069053_+ 14.0407865045317 10.9644181256925 12.0003206249937 36.2309167056665 23.5237538963155 10.6492102649255 11.4251954865199 9.64756517481497 0.220301060757656 4.36925818551048 0.600515568076212 0.790904278304943 0.0255926949052756 scaffold_24 1069050 1069053 + 0
scaffold_24_1077284_1077296_+ 7.28194287916794 9.55455759871763 8.57866388155879 12.2951181875538 16.2981531992265 8.41190014714576 10.1872763066696 12.8963587193817 -0.303699227621132 3.85848093158018 0.555374460438504 0.753548052051337 0.0243913388289612 scaffold_24 1077284 1077296 + 0
scaffold_24_1089749_1089790_+ 17.5697286071755 20.6720766311007 21.5689425722864 13.4755121665797 16.1932888594561 14.9306418685046 17.1000047700023 19.0184764499891 0.227639385061303 4.49599440158699 0.523875676375427 0.727424725087395 0.0208026037568971 scaffold_24 1089749 1089790 + 0
scaffold_24_1139171_1139237_+ 1040.53027478212 1131.58947693522 980.894446082818 1397.64511785833 1407.3811920336 1104.12154263 993.769944515118 1166.38731487813 -0.0498720736907445 10.3745051148657 0.695218659653863 0.860195821537701 0.0105814705888443 scaffold_24 1139171 1139237 + 0
scaffold_24_1139643_1139734_+ 8.88708512339486 8.27226977667414 8.57573983588958 8.98704894508322 11.0232886150756 13.0833220654117 0.033693421663231 6.66330162542824 0.378222533610906 3.55180401162902 0.530511755183295 0.732899362777302 0.0489979412772461 scaffold_24 1139643 1139734 + 0
scaffold_24_1187074_1187079_+ 7.45033196611978 6.89603404624007 8.69005302045121 9.01178166436157 15.699905722343 10.9762298585838 11.4221300272404 8.37446939995428 -0.411517417366141 3.75498845606553 0.391331268629569 0.604602873447467 0.0259189634747775 scaffold_24 1187074 1187079 + 0
scaffold_24_1195042_1195046_+ 1.38777878078145e-17 1.38777878078145e-17 1.38777878078145e-17 18.947322168861 38.1720626152203 15.167151011839 30.6032481212503 28.6113412617046 -7.66108518104644 4.36832911338258 2.28359587983917e-16 1.53999051949684e-14 0.0534323052179545 scaffold_24 1195042 1195046 + 1
scaffold_24_1201891_1201899_+ 278.490108120889 285.872026272046 313.982686298976 152.570126607118 370.03046150825 226.678896026538 248.534318177411 331.312819942565 0.12304603982145 8.32017163453174 0.688246350262777 0.855195861433744 0.0625014430444503 scaffold_24 1201891 1201899 + 0
scaffold_24_1207564_1207603_+ 1138.83406992166 1166.11497769437 1652.92626730389 1655.01435377376 2364.32973991933 1447.56302764513 1744.57789603914 2656.10194341349 -0.563237487287038 10.9576526641289 0.0412578262532025 0.116475864911661 0.0536475394879855 scaffold_24 1207564 1207603 + 0
scaffold_24_1207793_1207831_+ 5.2512775145835 0 0 7.92783669224041 9.30396846321075 7.99519764452812 7.87167096121362 5.59424634398787 -1.99528082927205 3.0752472712007 0.00438893337982781 0.0188496451315 0.03086976539243 scaffold_24 1207793 1207831 + 0
scaffold_24_1208217_1208304_+ 13.9284283521759 10.5448293783086 16.8910132161306 15.6665453605852 39.634601974761 16.5597208402776 10.919664128031 33.0323315634552 -0.544407291738419 4.62607431170834 0.256407722567568 0.454640403779478 0.0843298920742287 scaffold_24 1208217 1208304 + 0
scaffold_24_1209990_1210017_+ 23.0518603205717 26.8785562806825 25.5753088493212 1.38777878078145e-17 1.38777878078145e-17 11.3605612388753 15.1532959813497 10.4083660062899 1.02376983606795 4.23475919934874 0.00272535174425619 0.0124785327391011 0.022472681916023 scaffold_24 1209990 1210017 + 0
scaffold_24_1263926_1263979_+ 12.6947207669437 14.1121817021731 13.9044908379453 15.9663609790407 15.7551167091581 13.3812955876544 10.3007795634238 14.3958841992002 0.0982503745530803 4.18343407369681 0.921695403683287 1 0.0216911024917003 scaffold_24 1263926 1263979 + 0
scaffold_24_1268047_1268072_+ 17.0741742469483 15.9945618493243 24.9194334612071 19.1540933190652 23.3139469336193 38.0566813878959 29.423502204934 34.7753552083687 -0.813594057389026 4.96480416439495 0.00572765662652981 0.0235945829250543 0.022427417481948 scaffold_24 1268047 1268072 + 0
